event_id,match_id,team,event_team,event_time,event_type,action_player_1,action_player_2
613,41,Leicester City,home, 66 ,Substitution, Tetê , Daniel Amartey 
614,41,Leicester City,home, 66 ,Substitution, Harvey Barnes , Patson Daka 
615,41,Chelsea,away, 72 ,Substitution, Christian Pulisic , Benjamin Chilwell 
616,41,Chelsea,away, 73 ,Substitution, Trevoh Chalobah , Ruben Loftus-Cheek 
617,41,Leicester City,home, 76 ,Substitution, Jamie Vardy , Kelechi Iheanacho 
618,41,Chelsea,away, 78 ,Goal, Mateo Kovačić , Mykhailo Mudryk 
619,41,Chelsea,away, 82 ,Substitution, Carney Chukwuemeka , Mykhailo Mudryk 
620,41,Chelsea,away, 86 ,Substitution, Benoît Badiashile , Wesley Fofana 
621,41,Leicester City,home, 87 ,Second yellow card, Wout Faes ,
622,41,Leicester City,home, 90 ,Substitution, Jonny Evans , James Maddison 
623,42,Brighton & Hove Albion,away, 33 ,Goal, Alexis Mac Allister , Kaoru Mitoma 
624,42,Leeds United,home, 40 ,Goal, Patrick Bamford , Jack Harrison 
625,42,Brighton & Hove Albion,away, 61 ,Goal, Solomon March ,
626,42,Leeds United,home, 66 ,Substitution, Rodrigo Moreno , Patrick Bamford 
627,42,Leeds United,home, 66 ,Substitution, Weston McKennie , Marc Roca 
628,42,Leeds United,home, 66 ,Substitution, Wilfried Gnonto , Crysencio Summerville 
629,42,Brighton & Hove Albion,away, 68 ,Substitution, Danny Welbeck , Evan Ferguson 
630,42,Leeds United,home, 78 ,Goal, Jack Harrison , Wilfried Gnonto 
631,42,Brighton & Hove Albion,away, 83 ,Yellow card, Moisés Caicedo ,
632,42,Leeds United,home, 84 ,Substitution, Georginio Rutter , Brenden Aaronson 
633,42,Brighton & Hove Albion,away, 88 ,Substitution, Jan van Hecke , Adam Webster 
634,42,Leeds United,home, 90 ,Yellow card, Junior Firpo ,
635,42,Leeds United,home, 94 ,Substitution, Luis Sinisterra , Jack Harrison 
636,43,Everton,home, 1 ,Goal, Dwight McNeil , Abdoulaye Doucoure 
637,43,Everton,home, 42 ,Disallowed goal,Disallowed goal,
638,43,Brentford,away, 46 ,Yellow card, Christian Nørgaard ,
639,43,Everton,home, 61 ,Yellow card, Seamus Coleman ,
640,43,Brentford,away, 62 ,Substitution, Kevin Schade , Mathias Jensen 
641,43,Brentford,away, 62 ,Substitution, Josh Dasilva , Mikkel Damsgaard 
642,43,Everton,home, 70 ,Yellow card, Abdoulaye Doucoure ,
